id;sinistre_id;cga_police_id;cga_vehicule_id;cga_assure_id;date;numeroDuSinistre;dateDeSurvenanceDuSinistre;heureSurvanceDusinistre;dateOuvertureDuSinistre;lieuDuSinistre;identificationTiers;pourcentadeDeResponsabilite;numeroDePoliceCompagnieAdverse;codeCompagnieAdverse;porcentageCompagnieAdverse;numeroImmatriculationVehiculeAdverse;typeImmatriculationVehiculeAdverse;mouvementDusinistre;natureDuSinistre;Calculer_Sinistre
44724;44724;495214;424371;406825;NULL;S17511000022374;2017-07-15;0;2017-08-08;TUNIS TUNIS;V;100;16402000176;10;0;3676TU183;TU;3;M;0
44725;44725;493407;422790;405323;NULL;S17511000022384;2017-08-04;0;2017-08-08;NULL;V;100;20165000095476;01;0;7361TU193;TU;3;M;0
44726;44726;519548;446015;424159;NULL;S17511000022385;2017-07-22;0;2017-08-08;NULL;V;100;022502000578;10;0;6251TU71;TU;3;M;0
44727;44727;667939;570156;57606;NULL;S17511000022420;2017-07-17;0;2017-08-09;TUNIS TUNIS;V;100;10/101055103;11;0;3111TU196;TU;3;M;0
44728;44728;672319;573569;542146;NULL;S17511000022430;2017-07-29;0;2017-08-09;NULL;V;100;300255475;10;0;6214TU121;TU;3;M;0
44729;44729;621351;532410;505251;NULL;S17511000022431;2017-07-17;0;2017-08-09;TUNIS TUNIS;V;100;0101160002473;04;0;8568TU184;TU;3;M;0
44730;44730;40390;36590;34147;NULL;S17551000022447;2017-08-03;0;2017-08-09;NULL;V;100;961259310;10;0;6759TU177;TU;3;M;0
44731;44731;618757;530293;503326;NULL;S17511000022458;2017-04-29;0;2017-08-09;SFAX SFAX;V;100;D64222;12;0;9670TU85;TU;3;M;0
44732;44732;662536;565831;535146;NULL;S17511000022461;2017-07-21;0;2017-08-09;TUNIS TUNIS;V;100;10/101060472;11;0;4558TU183;TU;3;M;0
44733;44733;487316;417778;400569;NULL;S17511000022465;2017-04-26;0;2017-08-09;SFAX SFAX;V;100;A90336;12;0;RS49443;RS;3;M;0
44734;44734;658066;54567;531718;NULL;S17541000022466;2017-07-19;0;2017-08-09;ZARZOUNA BIZERTE BIZERTE;V;100;555061391;14;0;4982TU85;TU;3;M;0
44735;44735;493061;182876;405079;NULL;S17511000022480;2017-05-24;0;2017-08-09;TUNIS TUNIS;V;100;0990190;10;0;3594TU151;TU;3;M;0
44736;44736;660684;564258;533692;NULL;S16521000036624;2016-12-04;0;2017-08-09;RTE TUNIS KM 9 SFAX;V;100;2016500019362;01;0;694TU117;TU;3;M;0
44737;44737;671362;572856;541492;NULL;S17511000022496;2017-07-07;0;2017-08-09;TUNIS TUNIS;V;100;2014301001053;13;0;4503TU171;TU;3;M;0
44738;44738;520022;446454;424567;NULL;S17511000022540;2017-07-16;0;2017-08-09;TUNIS TUNIS;V;100;95155844;10;0;1442TU128;TU;3;M;0
44739;44739;589017;299448;296492;NULL;S17511000022546;2017-07-04;0;2017-08-09;TUNIS TUNIS;V;100;965284621;10;0;9752TU97;TU;3;M;0
44740;44740;491678;421391;120239;NULL;S17511000022549;2017-07-07;0;2017-08-09;NULL;V;100;1215280;99;0;RS120216;RS;3;M;0
44741;44741;582695;500927;475808;NULL;S17511000022576;2017-07-23;0;2017-08-10;TUNIS TUNIS;V;100;040003259/0;06;0;5409TU138;TU;3;M;0
44742;44742;523935;449899;427813;NULL;S17511000022655;2017-06-02;0;2017-08-10;TUNIS TUNIS;V;100;16059876;12;0;2997TU124;TU;3;M;0
44743;44743;627227;537603;86073;NULL;S17511000022657;2017-06-27;0;2017-08-10;TUNIS TUNIS;V;100;GO2773;12;0;4412TU170;TU;3;M;0
44744;44744;620328;531146;504524;NULL;S17511000022661;2017-07-20;0;2017-08-10;TUNIS TUNIS;V;100;CI0555N00012251;14;0;777TU184;TU;3;M;0
44745;44745;536737;460758;438163;NULL;S17521000022674;2017-08-09;0;2017-08-10;RTE DE TUNIS SFAX;V;100;2016510560;01;0;30TU100;TU;3;M;0
44746;44746;620354;531625;504545;NULL;S17511000022679;2017-06-28;0;2017-08-10;SFAX SFAX SFAX VILLE SFAX;V;100;G16161;12;0;433TU198;TU;3;M;0
44747;44747;494303;423604;406078;NULL;S17511000022686;2017-07-21;0;2017-08-10;TUNIS TUNIS;V;100;CI0554N0001;14;0;939TU180;TU;3;M;0
44749;44749;663267;566417;535673;NULL;S17511000022702;2017-07-22;0;2017-08-11;NULL;V;100;504009246;14;0;1742TU140;TU;3;M;0
44750;44750;600075;514927;488893;NULL;S17511000022710;2017-08-05;0;2017-08-11;KORBA KORBA KORBA NABEUL;V;100;0251015150;06;0;6628TU146;TU;3;M;0
44751;44751;653674;558624;528396;NULL;S17511000022711;2017-08-03;0;2017-08-11;RADES RADES RADES BEN AROUS;V;100;025006270;06;0;8241TU164;TU;3;M;0
44752;44752;672511;90190;542308;NULL;S17511000022729;2017-06-27;0;2017-08-11;RAEDS RADES RADES BEN AROUS;V;100;2520163589;05;0;1335TU192;TU;3;M;0
44753;44753;672288;573539;542120;NULL;S16511000036630;2016-10-06;0;2017-08-11;TUNIS TUNIS;V;100;2520154739;05;0;9871TU185;TU;3;M;0
44754;44754;586844;504265;478934;NULL;S17511000022743;2017-07-23;0;2017-08-11;TABOULBA TUNIS;V;100;A64/708044;02;0;2126TU147;TU;3;M;0
44755;44755;595430;511186;485384;NULL;S17511000022760;2017-01-24;0;2017-08-11;NULL;V;100;2320160682;05;0;3407TU192;TU;3;M;0
44756;44756;623029;217736;506519;NULL;S17511000022763;2017-06-26;0;2017-08-11;TUNIS TUNIS;V;100;10100557092;11;0;9129TU107;TU;3;M;0
44757;44757;534143;458579;436119;NULL;S17511000022767;2017-07-18;0;2017-08-11;BENI KHIAR TUNIS;V;100;A42/502772;02;0;2689TU150;TU;3;M;0
44758;44758;534091;458536;436082;NULL;S17511000022774;2017-07-12;0;2017-08-11;TUNIS TUNIS;V;100;10101039967;11;0;44TU114;TU;3;M;0
44759;44759;674290;575286;433716;NULL;S17511000022781;2017-07-31;0;2017-08-11;TUNIS TUNIS;V;0;201301236077;09;100;3164TU164;TU;3;M;0
44760;44760;544446;467021;444074;NULL;S17511000022786;2017-07-24;0;2017-08-11;TUNIS TUNIS;V;100;CI0555N000;14;0;RS107650;RS;3;M;0
44761;44761;620045;531331;504270;NULL;S17511000022812;2017-07-13;0;2017-08-11;TUNIS TUNIS;V;50;10/100700023;11;50;6900TU59;TU;3;M;0
44762;44762;493415;422798;405331;NULL;S17511000022814;2017-06-16;0;2017-08-11;SFAX SFAX;V;100;119001513/6;06;0;414TU148;TU;3;M;0
44763;44763;485413;416134;398994;NULL;S17511000022815;2017-07-31;0;2017-08-11;NULL;V;100;2016301021233;13;0;1427TU194;TU;3;M;0
44764;44764;56973;52966;49860;NULL;S17511000022891;2017-07-27;0;2017-08-14;TUNIS TUNIS;V;100;CI0554N00038315;14;0;8112TU102;TU;3;M;0
44765;44765;495286;424441;406887;NULL;S17511000022894;2017-07-20;0;2017-08-14;TUNIS BAB BHAR BAB BHAR TUNIS;V;100;100382180;11;0;2800TU164;TU;3;M;0
44766;44766;641288;549047;519744;NULL;S17511000022895;2017-07-27;0;2017-08-14;TUNIS TUNIS;V;100;501771049;14;0;8032TU166;TU;3;M;0
44767;44767;578456;497563;472596;NULL;S17511000022907;2017-07-26;0;2017-08-14;TUNIS TUNIS;V;100;CI0555N00018960;14;0;9811TU68;TU;3;M;0
44768;44768;510699;437994;156045;NULL;S17511000022932;2017-07-25;0;2017-08-14;TUNIS TUNIS;V;100;1190006091/8;06;0;379TU194;TU;3;M;0
44769;44769;654622;559404;529130;NULL;S17511000022943;2017-07-24;0;2017-08-14;SFAX SFAX;V;100;981/256851;10;0;9969TU161;TU;3;M;0
44770;44770;541030;464186;441401;NULL;S17511000022948;2017-07-30;0;2017-08-14;TUNIS TUNIS;V;100;071004375/1;06;0;RS95323;RS;3;M;0
44771;44771;517330;443996;422563;NULL;S17511000022952;2017-06-10;0;2017-08-14;NULL;V;100;1032024141;06;0;2642TU157;TU;3;M;0
44772;44772;577456;496707;471824;NULL;S17511000022960;2017-07-06;0;2017-08-14;TUNIS TUNIS;V;100;10/100990970;11;0;8357TU186;TU;3;M;0
44773;44773;633404;294043;398750;NULL;S17511000022966;2017-08-03;0;2017-08-14;HAMMAMET SUD NABEUL;V;100;020104876/2;06;0;3073TU141;TU;3;M;0
